ID,REFERENCE_ID,REMITTER_ID,AMOUNT,STATUS_CODE,OPERATION_STATUS,AMOUNT_PAID,CURRENCY_AMOUNT_PAID
104393,r15d00000000732,DOLEUSTX*R8,603.000,7,RECONCILED,603.000,USD
104394,r15d00000000728,DOLEUSTX*R8,599.000,7,RECONCILED,599.000,USD
104395,r15d00000000742,DOLEUSTX*R8,613.000,7,RECONCILED,613.000,USD
104396,r15d00000000735,DOLEUSTX*R8,606.000,7,RECONCILED,606.000,USD
104397,r15d00000000745,DOLEUSTX*R8,616.000,7,RECONCILED,616.000,USD
104398,r15d00000000734,DOLEUSTX*R8,605.000,7,RECONCILED,605.000,USD
104399,r15d00000000740,DOLEUSTX*R8,611.000,7,RECONCILED,611.000,USD
104400,r15d00000000750,DOLEUSTX*R8,621.000,7,RECONCILED,621.000,USD
104401,r15d00000000737,DOLEUSTX*R8,608.000,7,RECONCILED,608.000,USD
104402,r15d00000000730,DOLEUSTX*R8,601.000,7,RECONCILED,601.000,USD
104403,r15d00000000739,DOLEUSTX*R8,610.000,7,RECONCILED,610.000,USD
104404,r15d00000000751,DOLEUSTX*R8,622.000,7,RECONCILED,622.000,USD
104405,r15d00000000738,DOLEUSTX*R8,609.000,7,RECONCILED,609.000,USD
104406,r15d00000000746,DOLEUSTX*R8,617.000,7,RECONCILED,617.000,USD
104407,r15d00000000743,DOLEUSTX*R8,614.000,7,RECONCILED,614.000,USD
104408,r15d00000000755,DOLEUSTX*R8,626.000,7,RECONCILED,626.000,USD
104409,r15d00000000754,DOLEUSTX*R8,625.000,7,RECONCILED,625.000,USD
104410,r15d00000000747,DOLEUSTX*R8,618.000,7,RECONCILED,618.000,USD
104411,r15d00000000756,DOLEUSTX*R8,627.000,7,RECONCILED,627.000,USD
104412,r15d00000000760,DOLEUSTX*R8,631.000,7,RECONCILED,631.000,USD
104413,r15d00000000752,DOLEUSTX*R8,623.000,7,RECONCILED,623.000,USD
104414,r15d00000000731,DOLEUSTX*R8,602.000,7,RECONCILED,602.000,USD
104415,r15d00000000741,DOLEUSTX*R8,612.000,7,RECONCILED,612.000,USD
104416,r15d00000000757,DOLEUSTX*R8,628.000,7,RECONCILED,628.000,USD
104417,r15d00000000761,DOLEUSTX*R8,632.000,7,RECONCILED,632.000,USD
104418,r15d00000000744,DOLEUSTX*R8,615.000,7,RECONCILED,615.000,USD
104419,r15d00000000763,DOLEUSTX*R8,634.000,7,RECONCILED,634.000,USD
104420,r15d00000000766,DOLEUSTX*R8,637.000,7,RECONCILED,637.000,USD
104421,r15d00000000759,DOLEUSTX*R8,630.000,7,RECONCILED,630.000,USD
104422,r15d00000000748,DOLEUSTX*R8,619.000,7,RECONCILED,619.000,USD
104423,r15d00000000767,DOLEUSTX*R8,638.000,7,RECONCILED,638.000,USD
104424,r15d00000000768,DOLEUSTX*R8,639.000,7,RECONCILED,639.000,USD
104425,r15d00000000765,DOLEUSTX*R8,636.000,7,RECONCILED,636.000,USD
104426,r15d00000000749,DOLEUSTX*R8,620.000,7,RECONCILED,620.000,USD
104427,r15d00000000753,DOLEUSTX*R8,624.000,7,RECONCILED,624.000,USD
104428,r15d00000000769,DOLEUSTX*R8,640.000,7,RECONCILED,640.000,USD
104429,r15d00000000758,DOLEUSTX*R8,629.000,7,RECONCILED,629.000,USD
104430,r15d00000000762,DOLEUSTX*R8,633.000,7,RECONCILED,633.000,USD
104431,r15d00000000771,DOLEUSTX*R8,642.000,7,RECONCILED,642.000,USD
104432,r15d00000000773,DOLEUSTX*R8,644.000,7,RECONCILED,644.000,USD
104433,r15d00000000777,DOLEUSTX*R8,648.000,7,RECONCILED,648.000,USD
104434,r15d00000000778,DOLEUSTX*R8,649.000,7,RECONCILED,649.000,USD
104435,r15d00000000779,DOLEUSTX*R8,650.000,7,RECONCILED,650.000,USD
104436,r15d00000000781,DOLEUSTX*R8,652.000,7,RECONCILED,652.000,USD
104437,r15d00000000774,DOLEUSTX*R8,645.000,7,RECONCILED,645.000,USD
104438,r15d00000000780,DOLEUSTX*R8,651.000,7,RECONCILED,651.000,USD
104439,r15d00000000784,DOLEUSTX*R8,655.000,7,RECONCILED,655.000,USD
104440,r15d00000000782,DOLEUSTX*R8,653.000,7,RECONCILED,653.000,USD
104441,r15d00000000776,DOLEUSTX*R8,647.000,7,RECONCILED,647.000,USD
104442,r15d00000000786,DOLEUSTX*R8,657.000,7,RECONCILED,657.000,USD
104443,r15d00000000788,DOLEUSTX*R8,659.000,7,RECONCILED,659.000,USD
104444,r15d00000000764,DOLEUSTX*R8,635.000,7,RECONCILED,635.000,USD
104445,r15d00000000789,DOLEUSTX*R8,660.000,7,RECONCILED,660.000,USD
104446,r15d00000000791,DOLEUSTX*R8,662.000,7,RECONCILED,662.000,USD
104447,r15d00000000787,DOLEUSTX*R8,658.000,7,RECONCILED,658.000,USD
104448,r15d00000000792,DOLEUSTX*R8,663.000,7,RECONCILED,663.000,USD
104449,r15d00000000770,DOLEUSTX*R8,641.000,7,RECONCILED,641.000,USD
104450,r15d00000000793,DOLEUSTX*R8,664.000,7,RECONCILED,664.000,USD
104451,r15d00000000797,DOLEUSTX*R8,668.000,7,RECONCILED,668.000,USD
104452,r15d00000000772,DOLEUSTX*R8,643.000,7,RECONCILED,643.000,USD
104453,r15d00000000796,DOLEUSTX*R8,667.000,7,RECONCILED,667.000,USD
104454,r15d00000000775,DOLEUSTX*R8,646.000,7,RECONCILED,646.000,USD
104455,r15d00000000801,DOLEUSTX*R8,672.000,7,RECONCILED,672.000,USD
104456,r15d00000000799,DOLEUSTX*R8,670.000,7,RECONCILED,670.000,USD
104457,r15d00000000794,DOLEUSTX*R8,665.000,7,RECONCILED,665.000,USD
104458,r15d00000000803,DOLEUSTX*R8,674.000,7,RECONCILED,674.000,USD
104459,r15d00000000805,DOLEUSTX*R8,676.000,7,RECONCILED,676.000,USD
104460,r15d00000000800,DOLEUSTX*R8,671.000,7,RECONCILED,671.000,USD
104461,r15d00000000783,DOLEUSTX*R8,654.000,7,RECONCILED,654.000,USD
104462,r15d00000000809,DOLEUSTX*R8,680.000,7,RECONCILED,680.000,USD
104463,r15d00000000785,DOLEUSTX*R8,656.000,7,RECONCILED,656.000,USD
104464,r15d00000000807,DOLEUSTX*R8,678.000,7,RECONCILED,678.000,USD
104465,r15d00000000804,DOLEUSTX*R8,675.000,7,RECONCILED,675.000,USD
104466,r15d00000000808,DOLEUSTX*R8,679.000,7,RECONCILED,679.000,USD
104467,r15d00000000814,DOLEUSTX*R8,685.000,7,RECONCILED,685.000,USD
104468,r15d00000000790,DOLEUSTX*R8,661.000,7,RECONCILED,661.000,USD
104469,r15d00000000810,DOLEUSTX*R8,681.000,7,RECONCILED,681.000,USD
104470,r15d00000000811,DOLEUSTX*R8,682.000,7,RECONCILED,682.000,USD
104471,r15d00000000813,DOLEUSTX*R8,684.000,7,RECONCILED,684.000,USD
104472,r15d00000000819,DOLEUSTX*R8,690.000,7,RECONCILED,690.000,USD
104473,r15d00000000795,DOLEUSTX*R8,666.000,7,RECONCILED,666.000,USD
104474,r15d00000000798,DOLEUSTX*R8,669.000,7,RECONCILED,669.000,USD
104475,r15d00000000821,DOLEUSTX*R8,692.000,7,RECONCILED,692.000,USD
104476,r15d00000000816,DOLEUSTX*R8,687.000,7,RECONCILED,687.000,USD
104477,r15d00000000820,DOLEUSTX*R8,691.000,7,RECONCILED,691.000,USD
104478,r15d00000000824,DOLEUSTX*R8,695.000,7,RECONCILED,695.000,USD
104479,r15d00000000802,DOLEUSTX*R8,673.000,7,RECONCILED,673.000,USD
104480,r15d00000000823,DOLEUSTX*R8,694.000,7,RECONCILED,694.000,USD
104481,r15d00000000817,DOLEUSTX*R8,688.000,7,RECONCILED,688.000,USD
104482,r15d00000000806,DOLEUSTX*R8,677.000,7,RECONCILED,677.000,USD
104483,r15d00000000826,DOLEUSTX*R8,697.000,7,RECONCILED,697.000,USD
104484,r15d00000000827,DOLEUSTX*R8,698.000,7,RECONCILED,698.000,USD
104485,r15d00000000825,DOLEUSTX*R8,696.000,7,RECONCILED,696.000,USD
104486,r15d00000000812,DOLEUSTX*R8,683.000,7,RECONCILED,683.000,USD
104487,r15d00000000815,DOLEUSTX*R8,686.000,7,RECONCILED,686.000,USD
104488,r15d00000000829,DOLEUSTX*R8,700.000,7,RECONCILED,700.000,USD
104489,r15d00000000836,DOLEUSTX*R8,707.000,7,RECONCILED,707.000,USD
104490,r15d00000000830,DOLEUSTX*R8,701.000,7,RECONCILED,701.000,USD
104491,r15d00000000833,DOLEUSTX*R8,704.000,7,RECONCILED,704.000,USD
104492,r15d00000000831,DOLEUSTX*R8,702.000,7,RECONCILED,702.000,USD
104493,r15d00000000835,DOLEUSTX*R8,706.000,7,RECONCILED,706.000,USD
104494,r15d00000000818,DOLEUSTX*R8,689.000,7,RECONCILED,689.000,USD
104495,r15d00000000844,DOLEUSTX*R8,715.000,7,RECONCILED,715.000,USD
104496,r15d00000000840,DOLEUSTX*R8,711.000,7,RECONCILED,711.000,USD
104497,r15d00000000839,DOLEUSTX*R8,710.000,7,RECONCILED,710.000,USD
104498,r15d00000000822,DOLEUSTX*R8,693.000,7,RECONCILED,693.000,USD
104499,r15d00000000842,DOLEUSTX*R8,713.000,7,RECONCILED,713.000,USD
104500,r15d00000000837,DOLEUSTX*R8,708.000,7,RECONCILED,708.000,USD
104501,r15d00000000845,DOLEUSTX*R8,716.000,7,RECONCILED,716.000,USD
104502,r15d00000000847,DOLEUSTX*R8,718.000,7,RECONCILED,718.000,USD
104503,r15d00000000828,DOLEUSTX*R8,699.000,7,RECONCILED,699.000,USD
104504,r15d00000000850,DOLEUSTX*R8,721.000,7,RECONCILED,721.000,USD
104505,r15d00000000843,DOLEUSTX*R8,714.000,7,RECONCILED,714.000,USD
104506,r15d00000000851,DOLEUSTX*R8,722.000,7,RECONCILED,722.000,USD
104507,r15d00000000832,DOLEUSTX*R8,703.000,7,RECONCILED,703.000,USD
104508,r15d00000000853,DOLEUSTX*R8,724.000,7,RECONCILED,724.000,USD
104509,r15d00000000856,DOLEUSTX*R8,727.000,7,RECONCILED,727.000,USD
104510,r15d00000000834,DOLEUSTX*R8,705.000,7,RECONCILED,705.000,USD
104511,r15d00000000848,DOLEUSTX*R8,719.000,7,RECONCILED,719.000,USD
104512,r15d00000000857,DOLEUSTX*R8,728.000,7,RECONCILED,728.000,USD
104513,r15d00000000838,DOLEUSTX*R8,709.000,7,RECONCILED,709.000,USD
104514,r15d00000000858,DOLEUSTX*R8,729.000,7,RECONCILED,729.000,USD
104515,r15d00000000852,DOLEUSTX*R8,723.000,7,RECONCILED,723.000,USD
104516,r15d00000000860,DOLEUSTX*R8,731.000,7,RECONCILED,731.000,USD
104517,r15d00000000841,DOLEUSTX*R8,712.000,7,RECONCILED,712.000,USD
104518,r15d00000000862,DOLEUSTX*R8,733.000,7,RECONCILED,733.000,USD
104519,r15d00000000854,DOLEUSTX*R8,725.000,7,RECONCILED,725.000,USD
104520,r15d00000000846,DOLEUSTX*R8,717.000,7,RECONCILED,717.000,USD
104521,r15d00000000866,DOLEUSTX*R8,737.000,7,RECONCILED,737.000,USD
104522,r15d00000000861,DOLEUSTX*R8,732.000,7,RECONCILED,732.000,USD
104523,r15d00000000869,DOLEUSTX*R8,740.000,7,RECONCILED,740.000,USD
104524,r15d00000000849,DOLEUSTX*R8,720.000,7,RECONCILED,720.000,USD
104525,r15d00000000870,DOLEUSTX*R8,741.000,7,RECONCILED,741.000,USD
104526,r15d00000000863,DOLEUSTX*R8,734.000,7,RECONCILED,734.000,USD
104527,r15d00000000871,DOLEUSTX*R8,742.000,7,RECONCILED,742.000,USD
104528,r15d00000000855,DOLEUSTX*R8,726.000,7,RECONCILED,726.000,USD
104529,r15d00000000867,DOLEUSTX*R8,738.000,7,RECONCILED,738.000,USD
104530,r15d00000000873,DOLEUSTX*R8,744.000,7,RECONCILED,744.000,USD
104531,r15d00000000859,DOLEUSTX*R8,730.000,7,RECONCILED,730.000,USD
104532,r15d00000000874,DOLEUSTX*R8,745.000,7,RECONCILED,745.000,USD
104533,r15d00000000872,DOLEUSTX*R8,743.000,7,RECONCILED,743.000,USD
104534,r15d00000000864,DOLEUSTX*R8,735.000,7,RECONCILED,735.000,USD
104535,r15d00000000882,DOLEUSTX*R8,753.000,7,RECONCILED,753.000,USD
104536,r15d00000000865,DOLEUSTX*R8,736.000,7,RECONCILED,736.000,USD
104537,r15d00000000878,DOLEUSTX*R8,749.000,7,RECONCILED,749.000,USD
104538,r15d00000000880,DOLEUSTX*R8,751.000,7,RECONCILED,751.000,USD
104539,r15d00000000877,DOLEUSTX*R8,748.000,7,RECONCILED,748.000,USD
104540,r15d00000000881,DOLEUSTX*R8,752.000,7,RECONCILED,752.000,USD
104541,r15d00000000868,DOLEUSTX*R8,739.000,7,RECONCILED,739.000,USD
104542,r15d00000000879,DOLEUSTX*R8,750.000,7,RECONCILED,750.000,USD
104543,r15d00000000875,DOLEUSTX*R8,746.000,7,RECONCILED,746.000,USD
104544,r15d00000000888,DOLEUSTX*R8,759.000,7,RECONCILED,759.000,USD
104545,r15d00000000885,DOLEUSTX*R8,756.000,7,RECONCILED,756.000,USD
104546,r15d00000000884,DOLEUSTX*R8,755.000,7,RECONCILED,755.000,USD
104547,r15d00000000887,DOLEUSTX*R8,758.000,7,RECONCILED,758.000,USD
104548,r15d00000000890,DOLEUSTX*R8,761.000,7,RECONCILED,761.000,USD
104549,r15d00000000892,DOLEUSTX*R8,763.000,7,RECONCILED,763.000,USD
104550,r15d00000000876,DOLEUSTX*R8,747.000,7,RECONCILED,747.000,USD
104551,r15d00000000894,DOLEUSTX*R8,765.000,7,RECONCILED,765.000,USD
104552,r15d00000000891,DOLEUSTX*R8,762.000,7,RECONCILED,762.000,USD
104553,r15d00000000883,DOLEUSTX*R8,754.000,7,RECONCILED,754.000,USD
104554,r15d00000000895,DOLEUSTX*R8,766.000,7,RECONCILED,766.000,USD
104555,r15d00000000897,DOLEUSTX*R8,768.000,7,RECONCILED,768.000,USD
104556,r15d00000000898,DOLEUSTX*R8,769.000,7,RECONCILED,769.000,USD
104557,r15d00000000896,DOLEUSTX*R8,767.000,7,RECONCILED,767.000,USD
104558,r15d00000000886,DOLEUSTX*R8,757.000,7,RECONCILED,757.000,USD
104559,r15d00000000901,DOLEUSTX*R8,772.000,7,RECONCILED,772.000,USD
104560,r15d00000000899,DOLEUSTX*R8,770.000,7,RECONCILED,770.000,USD
104561,r15d00000000903,DOLEUSTX*R8,774.000,7,RECONCILED,774.000,USD
104562,r15d00000000889,DOLEUSTX*R8,760.000,7,RECONCILED,760.000,USD
104563,r15d00000000905,DOLEUSTX*R8,776.000,7,RECONCILED,776.000,USD
104564,r15d00000000904,DOLEUSTX*R8,775.000,7,RECONCILED,775.000,USD
104565,r15d00000000908,DOLEUSTX*R8,779.000,7,RECONCILED,779.000,USD
104566,r15d00000000909,DOLEUSTX*R8,780.000,7,RECONCILED,780.000,USD
104567,r15d00000000893,DOLEUSTX*R8,764.000,7,RECONCILED,764.000,USD
104568,r15d00000000907,DOLEUSTX*R8,778.000,7,RECONCILED,778.000,USD
104569,r15d00000000912,DOLEUSTX*R8,783.000,7,RECONCILED,783.000,USD
104570,r15d00000000911,DOLEUSTX*R8,782.000,7,RECONCILED,782.000,USD
104571,r15d00000000900,DOLEUSTX*R8,771.000,7,RECONCILED,771.000,USD
104572,r15d00000000913,DOLEUSTX*R8,784.000,7,RECONCILED,784.000,USD
104573,r15d00000000917,DOLEUSTX*R8,788.000,7,RECONCILED,788.000,USD
104574,r15d00000000914,DOLEUSTX*R8,785.000,7,RECONCILED,785.000,USD
104575,r15d00000000916,DOLEUSTX*R8,787.000,7,RECONCILED,787.000,USD
104576,r15d00000000902,DOLEUSTX*R8,773.000,7,RECONCILED,773.000,USD
104577,r15d00000000921,DOLEUSTX*R8,792.000,7,RECONCILED,792.000,USD
104578,r15d00000000919,DOLEUSTX*R8,790.000,7,RECONCILED,790.000,USD
104579,r15d00000000920,DOLEUSTX*R8,791.000,7,RECONCILED,791.000,USD
104580,r15d00000000925,DOLEUSTX*R8,796.000,7,RECONCILED,796.000,USD
104581,r15d00000000906,DOLEUSTX*R8,777.000,7,RECONCILED,777.000,USD
104582,r15d00000000923,DOLEUSTX*R8,794.000,7,RECONCILED,794.000,USD
104583,r15d00000000910,DOLEUSTX*R8,781.000,7,RECONCILED,781.000,USD
104584,r15d00000000928,DOLEUSTX*R8,799.000,7,RECONCILED,799.000,USD
104585,r15d00000000930,DOLEUSTX*R8,801.000,7,RECONCILED,801.000,USD
104586,r15d00000000924,DOLEUSTX*R8,795.000,7,RECONCILED,795.000,USD
104587,r15d00000000915,DOLEUSTX*R8,786.000,7,RECONCILED,786.000,USD
104588,r15d00000000931,DOLEUSTX*R8,802.000,7,RECONCILED,802.000,USD
104589,r15d00000000935,DOLEUSTX*R8,806.000,7,RECONCILED,806.000,USD
104590,r15d00000000927,DOLEUSTX*R8,798.000,7,RECONCILED,798.000,USD
104591,r15d00000000934,DOLEUSTX*R8,805.000,7,RECONCILED,805.000,USD
104592,r15d00000000938,DOLEUSTX*R8,809.000,7,RECONCILED,809.000,USD
104593,r15d00000000943,DOLEUSTX*R8,814.000,7,RECONCILED,814.000,USD
104594,r15d00000000918,DOLEUSTX*R8,789.000,7,RECONCILED,789.000,USD
104595,r15d00000000939,DOLEUSTX*R8,810.000,7,RECONCILED,810.000,USD
104596,r15d00000000932,DOLEUSTX*R8,803.000,7,RECONCILED,803.000,USD
104597,r15d00000000945,DOLEUSTX*R8,816.000,7,RECONCILED,816.000,USD
104598,r15d00000000922,DOLEUSTX*R8,793.000,7,RECONCILED,793.000,USD
104599,r15d00000000942,DOLEUSTX*R8,813.000,7,RECONCILED,813.000,USD
104600,r15d00000000936,DOLEUSTX*R8,807.000,7,RECONCILED,807.000,USD
104601,r15d00000000946,DOLEUSTX*R8,817.000,7,RECONCILED,817.000,USD
104602,r15d00000000941,DOLEUSTX*R8,812.000,7,RECONCILED,812.000,USD
104603,r15d00000000926,DOLEUSTX*R8,797.000,7,RECONCILED,797.000,USD
104604,r15d00000000947,DOLEUSTX*R8,818.000,7,RECONCILED,818.000,USD
104605,r15d00000000944,DOLEUSTX*R8,815.000,7,RECONCILED,815.000,USD
104606,r15d00000000953,DOLEUSTX*R8,824.000,7,RECONCILED,824.000,USD
104607,r15d00000000929,DOLEUSTX*R8,800.000,7,RECONCILED,800.000,USD
104608,r15d00000000950,DOLEUSTX*R8,821.000,7,RECONCILED,821.000,USD
104609,r15d00000000957,DOLEUSTX*R8,828.000,7,RECONCILED,828.000,USD
104610,r15d00000000933,DOLEUSTX*R8,804.000,7,RECONCILED,804.000,USD
104611,r15d00000000952,DOLEUSTX*R8,823.000,7,RECONCILED,823.000,USD
104612,r15d00000000937,DOLEUSTX*R8,808.000,7,RECONCILED,808.000,USD
104613,r15d00000000956,DOLEUSTX*R8,827.000,7,RECONCILED,827.000,USD
104614,r15d00000000960,DOLEUSTX*R8,831.000,7,RECONCILED,831.000,USD
104615,r15d00000000940,DOLEUSTX*R8,811.000,7,RECONCILED,811.000,USD
104616,r15d00000000963,DOLEUSTX*R8,834.000,7,RECONCILED,834.000,USD
104617,r15d00000000949,DOLEUSTX*R8,820.000,7,RECONCILED,820.000,USD
104618,r15d00000000961,DOLEUSTX*R8,832.000,7,RECONCILED,832.000,USD
104619,r15d00000000964,DOLEUSTX*R8,835.000,7,RECONCILED,835.000,USD
104620,r15d00000000955,DOLEUSTX*R8,826.000,7,RECONCILED,826.000,USD
104621,r15d00000000948,DOLEUSTX*R8,819.000,7,RECONCILED,819.000,USD
104622,r15d00000000967,DOLEUSTX*R8,838.000,7,RECONCILED,838.000,USD
104623,r15d00000000959,DOLEUSTX*R8,830.000,7,RECONCILED,830.000,USD
104624,r15d00000000951,DOLEUSTX*R8,822.000,7,RECONCILED,822.000,USD
104625,r15d00000000969,DOLEUSTX*R8,840.000,7,RECONCILED,840.000,USD
104626,r15d00000000971,DOLEUSTX*R8,842.000,7,RECONCILED,842.000,USD
104627,r15d00000000954,DOLEUSTX*R8,825.000,7,RECONCILED,825.000,USD
104628,r15d00000000965,DOLEUSTX*R8,836.000,7,RECONCILED,836.000,USD
104629,r15d00000000968,DOLEUSTX*R8,839.000,7,RECONCILED,839.000,USD
104630,r15d00000000978,DOLEUSTX*R8,849.000,7,RECONCILED,849.000,USD
104631,r15d00000000974,DOLEUSTX*R8,845.000,7,RECONCILED,845.000,USD
104632,r15d00000000958,DOLEUSTX*R8,829.000,7,RECONCILED,829.000,USD
104633,r15d00000000962,DOLEUSTX*R8,833.000,7,RECONCILED,833.000,USD
104634,r15d00000000973,DOLEUSTX*R8,844.000,7,RECONCILED,844.000,USD
104635,r15d00000000977,DOLEUSTX*R8,848.000,7,RECONCILED,848.000,USD
104636,r15d00000000966,DOLEUSTX*R8,837.000,7,RECONCILED,837.000,USD
104637,r15d00000000981,DOLEUSTX*R8,852.000,7,RECONCILED,852.000,USD
104638,r15d00000000982,DOLEUSTX*R8,853.000,7,RECONCILED,853.000,USD
104639,r15d00000000975,DOLEUSTX*R8,846.000,7,RECONCILED,846.000,USD
104640,r15d00000000985,DOLEUSTX*R8,856.000,7,RECONCILED,856.000,USD
104641,r15d00000000970,DOLEUSTX*R8,841.000,7,RECONCILED,841.000,USD
104642,r15d00000000986,DOLEUSTX*R8,857.000,7,RECONCILED,857.000,USD
104643,r15d00000000976,DOLEUSTX*R8,847.000,7,RECONCILED,847.000,USD
104644,r15d00000000972,DOLEUSTX*R8,843.000,7,RECONCILED,843.000,USD
104645,r15d00000000988,DOLEUSTX*R8,859.000,7,RECONCILED,859.000,USD
104646,r15d00000000979,DOLEUSTX*R8,850.000,7,RECONCILED,850.000,USD
104647,r15d00000000980,DOLEUSTX*R8,851.000,7,RECONCILED,851.000,USD
104648,r15d00000000992,DOLEUSTX*R8,863.000,7,RECONCILED,863.000,USD
104649,r15d00000000990,DOLEUSTX*R8,861.000,7,RECONCILED,861.000,USD
104650,r15d00000000983,DOLEUSTX*R8,854.000,7,RECONCILED,854.000,USD
104651,r15d00000000984,DOLEUSTX*R8,855.000,7,RECONCILED,855.000,USD
104652,r15d00000000995,DOLEUSTX*R8,866.000,7,RECONCILED,866.000,USD
104653,r15d00000000994,DOLEUSTX*R8,865.000,7,RECONCILED,865.000,USD
104654,r15d00000000987,DOLEUSTX*R8,858.000,7,RECONCILED,858.000,USD
104655,r15d00000000999,DOLEUSTX*R8,870.000,7,RECONCILED,870.000,USD
104656,r15d00000000989,DOLEUSTX*R8,860.000,7,RECONCILED,860.000,USD
104657,r15d00000000997,DOLEUSTX*R8,868.000,7,RECONCILED,868.000,USD
104658,r15d00000000991,DOLEUSTX*R8,862.000,7,RECONCILED,862.000,USD
104659,r15d000000001000,DOLEUSTX*R8,871.000,7,RECONCILED,871.000,USD
104660,r15d00000000993,DOLEUSTX*R8,864.000,7,RECONCILED,864.000,USD
104661,r15d000000001002,DOLEUSTX*R8,873.000,7,RECONCILED,873.000,USD
104662,r15d00000000996,DOLEUSTX*R8,867.000,7,RECONCILED,867.000,USD
104663,r15d00000000998,DOLEUSTX*R8,869.000,7,RECONCILED,869.000,USD
104664,r15d000000001004,DOLEUSTX*R8,875.000,7,RECONCILED,875.000,USD
104665,r15d000000001001,DOLEUSTX*R8,872.000,7,RECONCILED,872.000,USD
104666,r15d000000001005,DOLEUSTX*R8,876.000,7,RECONCILED,876.000,USD
104667,r15d000000001009,DOLEUSTX*R8,880.000,7,RECONCILED,880.000,USD
104668,r15d000000001007,DOLEUSTX*R8,878.000,7,RECONCILED,878.000,USD
104669,r15d000000001003,DOLEUSTX*R8,874.000,7,RECONCILED,874.000,USD
104670,r15d000000001015,DOLEUSTX*R8,886.000,7,RECONCILED,886.000,USD
104671,r15d000000001008,DOLEUSTX*R8,879.000,7,RECONCILED,879.000,USD
104672,r15d000000001006,DOLEUSTX*R8,877.000,7,RECONCILED,877.000,USD
104673,r15d000000001011,DOLEUSTX*R8,882.000,7,RECONCILED,882.000,USD
104674,r15d000000001016,DOLEUSTX*R8,887.000,7,RECONCILED,887.000,USD
104675,r15d000000001012,DOLEUSTX*R8,883.000,7,RECONCILED,883.000,USD
104676,r15d000000001010,DOLEUSTX*R8,881.000,7,RECONCILED,881.000,USD
104677,r15d000000001018,DOLEUSTX*R8,889.000,7,RECONCILED,889.000,USD
104678,r15d000000001021,DOLEUSTX*R8,892.000,7,RECONCILED,892.000,USD
104679,r15d000000001013,DOLEUSTX*R8,884.000,7,RECONCILED,884.000,USD
104680,r15d000000001014,DOLEUSTX*R8,885.000,7,RECONCILED,885.000,USD
104681,r15d000000001023,DOLEUSTX*R8,894.000,7,RECONCILED,894.000,USD
104682,r15d000000001017,DOLEUSTX*R8,888.000,7,RECONCILED,888.000,USD
104683,r15d000000001019,DOLEUSTX*R8,890.000,7,RECONCILED,890.000,USD
104684,r15d000000001020,DOLEUSTX*R8,891.000,7,RECONCILED,891.000,USD
104685,r15d000000001028,DOLEUSTX*R8,899.000,7,RECONCILED,899.000,USD
104686,r15d000000001022,DOLEUSTX*R8,893.000,7,RECONCILED,893.000,USD
104687,r15d000000001026,DOLEUSTX*R8,897.000,7,RECONCILED,897.000,USD
104688,r15d000000001031,DOLEUSTX*R8,902.000,7,RECONCILED,902.000,USD
104689,r15d000000001024,DOLEUSTX*R8,895.000,7,RECONCILED,895.000,USD
104690,r15d000000001025,DOLEUSTX*R8,896.000,7,RECONCILED,896.000,USD
104691,r15d000000001036,DOLEUSTX*R8,907.000,7,RECONCILED,907.000,USD
104692,r15d000000001030,DOLEUSTX*R8,901.000,7,RECONCILED,901.000,USD
104693,r15d000000001027,DOLEUSTX*R8,898.000,7,RECONCILED,898.000,USD
104694,r15d000000001029,DOLEUSTX*R8,900.000,7,RECONCILED,900.000,USD
104695,r15d000000001038,DOLEUSTX*R8,909.000,7,RECONCILED,909.000,USD
104696,r15d000000001033,DOLEUSTX*R8,904.000,7,RECONCILED,904.000,USD
104697,r15d000000001035,DOLEUSTX*R8,906.000,7,RECONCILED,906.000,USD
104698,r15d000000001032,DOLEUSTX*R8,903.000,7,RECONCILED,903.000,USD
104699,r15d000000001034,DOLEUSTX*R8,905.000,7,RECONCILED,905.000,USD
104700,r15d000000001037,DOLEUSTX*R8,908.000,7,RECONCILED,908.000,USD
104701,r15d000000001047,DOLEUSTX*R8,918.000,7,RECONCILED,918.000,USD
104702,r15d000000001039,DOLEUSTX*R8,910.000,7,RECONCILED,910.000,USD
104703,r15d000000001041,DOLEUSTX*R8,912.000,7,RECONCILED,912.000,USD
104704,r15d000000001040,DOLEUSTX*R8,911.000,7,RECONCILED,911.000,USD
104705,r15d000000001045,DOLEUSTX*R8,916.000,7,RECONCILED,916.000,USD
104706,r15d000000001051,DOLEUSTX*R8,922.000,7,RECONCILED,922.000,USD
104707,r15d000000001042,DOLEUSTX*R8,913.000,7,RECONCILED,913.000,USD
104708,r15d000000001046,DOLEUSTX*R8,917.000,7,RECONCILED,917.000,USD
104709,r15d000000001043,DOLEUSTX*R8,914.000,7,RECONCILED,914.000,USD
104710,r15d000000001055,DOLEUSTX*R8,926.000,7,RECONCILED,926.000,USD
104711,r15d000000001048,DOLEUSTX*R8,919.000,7,RECONCILED,919.000,USD
104712,r15d000000001049,DOLEUSTX*R8,920.000,7,RECONCILED,920.000,USD
104713,r15d000000001044,DOLEUSTX*R8,915.000,7,RECONCILED,915.000,USD
104714,r15d000000001054,DOLEUSTX*R8,925.000,7,RECONCILED,925.000,USD
104715,r15d000000001052,DOLEUSTX*R8,923.000,7,RECONCILED,923.000,USD
