ID,REFERENCE_ID,AMOUNT,EXCHANGE_RATE,STATUS_CODE,STATUS_DESCRIPTION,OPERATION_STATUS,AMOUNT_PAID,CURRENCY_AMOUNT_PAID,PROCESS_NUMBER
104329,r15d00000000673,544.000,,7,IN PROGRESS,RECONCILED,544.000,USD,27437102
104330,r15d00000000675,546.000,,7,IN PROGRESS,RECONCILED,546.000,USD,15521728
104331,r15d00000000666,537.000,,7,IN PROGRESS,RECONCILED,537.000,USD,37863409
104332,r15d00000000679,550.000,,7,IN PROGRESS,RECONCILED,550.000,USD,86995065
104333,r15d00000000662,533.000,,7,IN PROGRESS,RECONCILED,533.000,USD,99394889
104334,r15d00000000663,534.000,,7,IN PROGRESS,RECONCILED,534.000,USD,63647175
104335,r15d00000000680,551.000,,7,IN PROGRESS,RECONCILED,551.000,USD,32257799
104336,r15d00000000669,540.000,,7,IN PROGRESS,RECONCILED,540.000,USD,87217939
104337,r15d00000000683,554.000,,7,IN PROGRESS,RECONCILED,554.000,USD,49653770
104338,r15d00000000684,555.000,,7,IN PROGRESS,RECONCILED,555.000,USD,18528232
104339,r15d00000000686,557.000,,7,IN PROGRESS,RECONCILED,557.000,USD,34161990
104340,r15d00000000670,541.000,,7,IN PROGRESS,RECONCILED,541.000,USD,56144687
104341,r15d00000000685,556.000,,7,IN PROGRESS,RECONCILED,556.000,USD,13949876
104342,r15d00000000671,542.000,,7,IN PROGRESS,RECONCILED,542.000,USD,41038925
104343,r15d00000000674,545.000,,7,IN PROGRESS,RECONCILED,545.000,USD,71614580
104344,r15d00000000690,561.000,,7,IN PROGRESS,RECONCILED,561.000,USD,92667174
104345,r15d00000000689,560.000,,7,IN PROGRESS,RECONCILED,560.000,USD,23921220
104346,r15d00000000677,548.000,,7,IN PROGRESS,RECONCILED,548.000,USD,93876044
104347,r15d00000000678,549.000,,7,IN PROGRESS,RECONCILED,549.000,USD,43970004
104348,r15d00000000695,566.000,,7,IN PROGRESS,RECONCILED,566.000,USD,16771955
104349,r15d00000000693,564.000,,7,IN PROGRESS,RECONCILED,564.000,USD,12663099
104350,r15d00000000681,552.000,,7,IN PROGRESS,RECONCILED,552.000,USD,80068990
104351,r15d00000000676,547.000,,7,IN PROGRESS,RECONCILED,547.000,USD,79511168
104352,r15d00000000687,558.000,,7,IN PROGRESS,RECONCILED,558.000,USD,21509299
104355,r15d00000000696,567.000,,7,IN PROGRESS,RECONCILED,567.000,USD,71458366
104353,r15d00000000682,553.000,,7,IN PROGRESS,RECONCILED,553.000,USD,80402344
104354,r15d00000000697,568.000,,7,IN PROGRESS,RECONCILED,568.000,USD,88521265
104356,r15d00000000699,570.000,,7,IN PROGRESS,RECONCILED,570.000,USD,71603022
104357,r15d00000000691,562.000,,7,IN PROGRESS,RECONCILED,562.000,USD,68165974
104358,r15d00000000688,559.000,,7,IN PROGRESS,RECONCILED,559.000,USD,69671638
104359,r15d00000000703,574.000,,7,IN PROGRESS,RECONCILED,574.000,USD,27614679
104360,r15d00000000692,563.000,,7,IN PROGRESS,RECONCILED,563.000,USD,47201478
104361,r15d00000000704,575.000,,7,IN PROGRESS,RECONCILED,575.000,USD,41529683
104362,r15d00000000694,565.000,,7,IN PROGRESS,RECONCILED,565.000,USD,89858095
104363,r15d00000000708,579.000,,7,IN PROGRESS,RECONCILED,579.000,USD,85337652
104364,r15d00000000700,571.000,,7,IN PROGRESS,RECONCILED,571.000,USD,35833104
104365,r15d00000000709,580.000,,7,IN PROGRESS,RECONCILED,580.000,USD,35114116
104366,r15d00000000712,583.000,,7,IN PROGRESS,RECONCILED,583.000,USD,47777706
104368,r15d00000000702,573.000,,7,IN PROGRESS,RECONCILED,573.000,USD,64001986
104367,r15d00000000698,569.000,,7,IN PROGRESS,RECONCILED,569.000,USD,93878816
104369,r15d00000000706,577.000,,7,IN PROGRESS,RECONCILED,577.000,USD,70921116
104370,r15d00000000701,572.000,,7,IN PROGRESS,RECONCILED,572.000,USD,42319187
104371,r15d00000000718,589.000,,7,IN PROGRESS,RECONCILED,589.000,USD,36521508
104372,r15d00000000710,581.000,,7,IN PROGRESS,RECONCILED,581.000,USD,20530338
104373,r15d00000000721,592.000,,7,IN PROGRESS,RECONCILED,592.000,USD,60836742
104374,r15d00000000707,578.000,,7,IN PROGRESS,RECONCILED,578.000,USD,18537857
104375,r15d00000000711,582.000,,7,IN PROGRESS,RECONCILED,582.000,USD,12862905
104376,r15d00000000705,576.000,,7,IN PROGRESS,RECONCILED,576.000,USD,69525837
104377,r15d00000000723,594.000,,7,IN PROGRESS,RECONCILED,594.000,USD,66939783
104378,r15d00000000715,586.000,,7,IN PROGRESS,RECONCILED,586.000,USD,95332970
104379,r15d00000000714,585.000,,7,IN PROGRESS,RECONCILED,585.000,USD,33293544
104380,r15d00000000713,584.000,,7,IN PROGRESS,RECONCILED,584.000,USD,58698564
104381,r15d00000000717,588.000,,7,IN PROGRESS,RECONCILED,588.000,USD,80039343
104383,r15d00000000716,587.000,,7,IN PROGRESS,RECONCILED,587.000,USD,24070417
104382,r15d00000000720,591.000,,7,IN PROGRESS,RECONCILED,591.000,USD,46860603
104384,r15d00000000729,600.000,,7,IN PROGRESS,RECONCILED,600.000,USD,34158421
104386,r15d00000000722,593.000,,7,IN PROGRESS,RECONCILED,593.000,USD,59449807
104385,r15d00000000719,590.000,,7,IN PROGRESS,RECONCILED,590.000,USD,71853286
104387,r15d00000000724,595.000,,7,IN PROGRESS,RECONCILED,595.000,USD,92621071
104388,r15d00000000733,604.000,,7,IN PROGRESS,RECONCILED,604.000,USD,40152686
104389,r15d00000000725,596.000,,7,IN PROGRESS,RECONCILED,596.000,USD,44863942
104390,r15d00000000736,607.000,,7,IN PROGRESS,RECONCILED,607.000,USD,33543185
104391,r15d00000000726,597.000,,7,IN PROGRESS,RECONCILED,597.000,USD,95110464
104392,r15d00000000727,598.000,,7,IN PROGRESS,RECONCILED,598.000,USD,77818742
104393,r15d00000000732,603.000,,7,IN PROGRESS,RECONCILED,603.000,USD,84237638
104394,r15d00000000728,599.000,,7,IN PROGRESS,RECONCILED,599.000,USD,78204789
104395,r15d00000000742,613.000,,7,IN PROGRESS,RECONCILED,613.000,USD,88651770
104396,r15d00000000735,606.000,,7,IN PROGRESS,RECONCILED,606.000,USD,47173708
104397,r15d00000000745,616.000,,7,IN PROGRESS,RECONCILED,616.000,USD,76045515
104398,r15d00000000734,605.000,,7,IN PROGRESS,RECONCILED,605.000,USD,33960103
104399,r15d00000000740,611.000,,7,IN PROGRESS,RECONCILED,611.000,USD,61681604
104400,r15d00000000750,621.000,,7,IN PROGRESS,RECONCILED,621.000,USD,85211994
104401,r15d00000000737,608.000,,7,IN PROGRESS,RECONCILED,608.000,USD,24608399
104402,r15d00000000730,601.000,,7,IN PROGRESS,RECONCILED,601.000,USD,73069479
104403,r15d00000000739,610.000,,7,IN PROGRESS,RECONCILED,610.000,USD,86043175
104405,r15d00000000738,609.000,,7,IN PROGRESS,RECONCILED,609.000,USD,62533754
104404,r15d00000000751,622.000,,7,IN PROGRESS,RECONCILED,622.000,USD,27749575
104407,r15d00000000743,614.000,,7,IN PROGRESS,RECONCILED,614.000,USD,55782462
104406,r15d00000000746,617.000,,7,IN PROGRESS,RECONCILED,617.000,USD,22277815
104408,r15d00000000755,626.000,,7,IN PROGRESS,RECONCILED,626.000,USD,47895803
104409,r15d00000000754,625.000,,7,IN PROGRESS,RECONCILED,625.000,USD,71482350
104410,r15d00000000747,618.000,,7,IN PROGRESS,RECONCILED,618.000,USD,60015244
104412,r15d00000000760,631.000,,7,IN PROGRESS,RECONCILED,631.000,USD,73563784
104411,r15d00000000756,627.000,,7,IN PROGRESS,RECONCILED,627.000,USD,54053004
104413,r15d00000000752,623.000,,7,IN PROGRESS,RECONCILED,623.000,USD,33461206
104414,r15d00000000731,602.000,,7,IN PROGRESS,RECONCILED,602.000,USD,32273177
104415,r15d00000000741,612.000,,7,IN PROGRESS,RECONCILED,612.000,USD,65974731
104416,r15d00000000757,628.000,,7,IN PROGRESS,RECONCILED,628.000,USD,49135651
104417,r15d00000000761,632.000,,7,IN PROGRESS,RECONCILED,632.000,USD,55927033
104418,r15d00000000744,615.000,,7,IN PROGRESS,RECONCILED,615.000,USD,38511251
104419,r15d00000000763,634.000,,7,IN PROGRESS,RECONCILED,634.000,USD,21112239
104420,r15d00000000766,637.000,,7,IN PROGRESS,RECONCILED,637.000,USD,96934756
104421,r15d00000000759,630.000,,7,IN PROGRESS,RECONCILED,630.000,USD,14989136
104422,r15d00000000748,619.000,,7,IN PROGRESS,RECONCILED,619.000,USD,57676829
104423,r15d00000000767,638.000,,7,IN PROGRESS,RECONCILED,638.000,USD,17810612
104424,r15d00000000768,639.000,,7,IN PROGRESS,RECONCILED,639.000,USD,90378259
104426,r15d00000000749,620.000,,7,IN PROGRESS,RECONCILED,620.000,USD,25299281
104425,r15d00000000765,636.000,,7,IN PROGRESS,RECONCILED,636.000,USD,71631514
104427,r15d00000000753,624.000,,7,IN PROGRESS,RECONCILED,624.000,USD,90566158
104428,r15d00000000769,640.000,,7,IN PROGRESS,RECONCILED,640.000,USD,59872924
104429,r15d00000000758,629.000,,7,IN PROGRESS,RECONCILED,629.000,USD,35994326
104430,r15d00000000762,633.000,,7,IN PROGRESS,RECONCILED,633.000,USD,69235151
104431,r15d00000000771,642.000,,7,IN PROGRESS,RECONCILED,642.000,USD,55034734
104433,r15d00000000777,648.000,,7,IN PROGRESS,RECONCILED,648.000,USD,25699214
104432,r15d00000000773,644.000,,7,IN PROGRESS,RECONCILED,644.000,USD,70557375
104434,r15d00000000778,649.000,,7,IN PROGRESS,RECONCILED,649.000,USD,69826596
104435,r15d00000000779,650.000,,7,IN PROGRESS,RECONCILED,650.000,USD,26451602
104436,r15d00000000781,652.000,,7,IN PROGRESS,RECONCILED,652.000,USD,79448820
104437,r15d00000000774,645.000,,7,IN PROGRESS,RECONCILED,645.000,USD,63584947
104438,r15d00000000780,651.000,,7,IN PROGRESS,RECONCILED,651.000,USD,65379103
104439,r15d00000000784,655.000,,7,IN PROGRESS,RECONCILED,655.000,USD,84657167
104440,r15d00000000782,653.000,,7,IN PROGRESS,RECONCILED,653.000,USD,49370281
104441,r15d00000000776,647.000,,7,IN PROGRESS,RECONCILED,647.000,USD,16968507
104442,r15d00000000786,657.000,,7,IN PROGRESS,RECONCILED,657.000,USD,84722434
104443,r15d00000000788,659.000,,7,IN PROGRESS,RECONCILED,659.000,USD,77917963
104444,r15d00000000764,635.000,,7,IN PROGRESS,RECONCILED,635.000,USD,50320303
104445,r15d00000000789,660.000,,7,IN PROGRESS,RECONCILED,660.000,USD,28436358
104446,r15d00000000791,662.000,,7,IN PROGRESS,RECONCILED,662.000,USD,92853776
104447,r15d00000000787,658.000,,7,IN PROGRESS,RECONCILED,658.000,USD,59963315
104448,r15d00000000792,663.000,,7,IN PROGRESS,RECONCILED,663.000,USD,39039984
104449,r15d00000000770,641.000,,7,IN PROGRESS,RECONCILED,641.000,USD,97417872
104450,r15d00000000793,664.000,,7,IN PROGRESS,RECONCILED,664.000,USD,22885757
104451,r15d00000000797,668.000,,7,IN PROGRESS,RECONCILED,668.000,USD,47532726
104452,r15d00000000772,643.000,,7,IN PROGRESS,RECONCILED,643.000,USD,60564228
104453,r15d00000000796,667.000,,7,IN PROGRESS,RECONCILED,667.000,USD,75434678
104454,r15d00000000775,646.000,,7,IN PROGRESS,RECONCILED,646.000,USD,83867849
104456,r15d00000000799,670.000,,7,IN PROGRESS,RECONCILED,670.000,USD,78026441
104455,r15d00000000801,672.000,,7,IN PROGRESS,RECONCILED,672.000,USD,16347704
104457,r15d00000000794,665.000,,7,IN PROGRESS,RECONCILED,665.000,USD,62265694
104458,r15d00000000803,674.000,,7,IN PROGRESS,RECONCILED,674.000,USD,58668170
104459,r15d00000000805,676.000,,7,IN PROGRESS,RECONCILED,676.000,USD,13120406
104461,r15d00000000783,654.000,,7,IN PROGRESS,RECONCILED,654.000,USD,33850061
104460,r15d00000000800,671.000,,7,IN PROGRESS,RECONCILED,671.000,USD,91622453
104462,r15d00000000809,680.000,,7,IN PROGRESS,RECONCILED,680.000,USD,15420376
104463,r15d00000000785,656.000,,7,IN PROGRESS,RECONCILED,656.000,USD,24020464
104464,r15d00000000807,678.000,,7,IN PROGRESS,RECONCILED,678.000,USD,61049712
104465,r15d00000000804,675.000,,7,IN PROGRESS,RECONCILED,675.000,USD,92455796
104466,r15d00000000808,679.000,,7,IN PROGRESS,RECONCILED,679.000,USD,77807237
104467,r15d00000000814,685.000,,7,IN PROGRESS,RECONCILED,685.000,USD,61050998
104469,r15d00000000810,681.000,,7,IN PROGRESS,RECONCILED,681.000,USD,59278428
104468,r15d00000000790,661.000,,7,IN PROGRESS,RECONCILED,661.000,USD,87657206
104470,r15d00000000811,682.000,,7,IN PROGRESS,RECONCILED,682.000,USD,14699488
104471,r15d00000000813,684.000,,7,IN PROGRESS,RECONCILED,684.000,USD,35773138
104473,r15d00000000795,666.000,,7,IN PROGRESS,RECONCILED,666.000,USD,30986977
104472,r15d00000000819,690.000,,7,IN PROGRESS,RECONCILED,690.000,USD,31951489
104474,r15d00000000798,669.000,,7,IN PROGRESS,RECONCILED,669.000,USD,74428765
104475,r15d00000000821,692.000,,7,IN PROGRESS,RECONCILED,692.000,USD,33486019
104476,r15d00000000816,687.000,,7,IN PROGRESS,RECONCILED,687.000,USD,77480465
104477,r15d00000000820,691.000,,7,IN PROGRESS,RECONCILED,691.000,USD,28762840
104478,r15d00000000824,695.000,,7,IN PROGRESS,RECONCILED,695.000,USD,87550357
104479,r15d00000000802,673.000,,7,IN PROGRESS,RECONCILED,673.000,USD,20161725
104480,r15d00000000823,694.000,,7,IN PROGRESS,RECONCILED,694.000,USD,43160265
104481,r15d00000000817,688.000,,7,IN PROGRESS,RECONCILED,688.000,USD,21363531
104482,r15d00000000806,677.000,,7,IN PROGRESS,RECONCILED,677.000,USD,29889056
104483,r15d00000000826,697.000,,7,IN PROGRESS,RECONCILED,697.000,USD,29461929
104484,r15d00000000827,698.000,,7,IN PROGRESS,RECONCILED,698.000,USD,47438930
104485,r15d00000000825,696.000,,7,IN PROGRESS,RECONCILED,696.000,USD,44565763
104486,r15d00000000812,683.000,,7,IN PROGRESS,RECONCILED,683.000,USD,43150896
104488,r15d00000000829,700.000,,7,IN PROGRESS,RECONCILED,700.000,USD,99862669
104491,r15d00000000833,704.000,,7,IN PROGRESS,RECONCILED,704.000,USD,83996795
104487,r15d00000000815,686.000,,7,IN PROGRESS,RECONCILED,686.000,USD,20258751
104489,r15d00000000836,707.000,,7,IN PROGRESS,RECONCILED,707.000,USD,50183491
104490,r15d00000000830,701.000,,7,IN PROGRESS,RECONCILED,701.000,USD,94460535
104492,r15d00000000831,702.000,,7,IN PROGRESS,RECONCILED,702.000,USD,70925257
104494,r15d00000000818,689.000,,7,IN PROGRESS,RECONCILED,689.000,USD,79831637
104493,r15d00000000835,706.000,,7,IN PROGRESS,RECONCILED,706.000,USD,41366645
104495,r15d00000000844,715.000,,7,IN PROGRESS,RECONCILED,715.000,USD,79573445
104496,r15d00000000840,711.000,,7,IN PROGRESS,RECONCILED,711.000,USD,97148044
104497,r15d00000000839,710.000,,7,IN PROGRESS,RECONCILED,710.000,USD,24849123
104498,r15d00000000822,693.000,,7,IN PROGRESS,RECONCILED,693.000,USD,69864776
104499,r15d00000000842,713.000,,7,IN PROGRESS,RECONCILED,713.000,USD,94243989
104500,r15d00000000837,708.000,,7,IN PROGRESS,RECONCILED,708.000,USD,64530451
104502,r15d00000000847,718.000,,7,IN PROGRESS,RECONCILED,718.000,USD,14531294
104503,r15d00000000828,699.000,,7,IN PROGRESS,RECONCILED,699.000,USD,82955700
104501,r15d00000000845,716.000,,7,IN PROGRESS,RECONCILED,716.000,USD,93000249
104505,r15d00000000843,714.000,,7,IN PROGRESS,RECONCILED,714.000,USD,70182611
104504,r15d00000000850,721.000,,7,IN PROGRESS,RECONCILED,721.000,USD,92320086
104506,r15d00000000851,722.000,,7,IN PROGRESS,RECONCILED,722.000,USD,28657331
104507,r15d00000000832,703.000,,7,IN PROGRESS,RECONCILED,703.000,USD,72628288
104508,r15d00000000853,724.000,,7,IN PROGRESS,RECONCILED,724.000,USD,86310890
104509,r15d00000000856,727.000,,7,IN PROGRESS,RECONCILED,727.000,USD,33564079
104510,r15d00000000834,705.000,,7,IN PROGRESS,RECONCILED,705.000,USD,59683400
104511,r15d00000000848,719.000,,7,IN PROGRESS,RECONCILED,719.000,USD,68763055
104512,r15d00000000857,728.000,,7,IN PROGRESS,RECONCILED,728.000,USD,14578800
104513,r15d00000000838,709.000,,7,IN PROGRESS,RECONCILED,709.000,USD,86753516
104514,r15d00000000858,729.000,,7,IN PROGRESS,RECONCILED,729.000,USD,24915362
104515,r15d00000000852,723.000,,7,IN PROGRESS,RECONCILED,723.000,USD,79056338
104516,r15d00000000860,731.000,,7,IN PROGRESS,RECONCILED,731.000,USD,43025700
104517,r15d00000000841,712.000,,7,IN PROGRESS,RECONCILED,712.000,USD,65482224
104518,r15d00000000862,733.000,,7,IN PROGRESS,RECONCILED,733.000,USD,58384762
104519,r15d00000000854,725.000,,7,IN PROGRESS,RECONCILED,725.000,USD,77310883
104520,r15d00000000846,717.000,,7,IN PROGRESS,RECONCILED,717.000,USD,96911400
104521,r15d00000000866,737.000,,7,IN PROGRESS,RECONCILED,737.000,USD,87963491
104523,r15d00000000869,740.000,,7,IN PROGRESS,RECONCILED,740.000,USD,18348404
104522,r15d00000000861,732.000,,7,IN PROGRESS,RECONCILED,732.000,USD,27012287
104524,r15d00000000849,720.000,,7,IN PROGRESS,RECONCILED,720.000,USD,53041444
104525,r15d00000000870,741.000,,7,IN PROGRESS,RECONCILED,741.000,USD,27170439
104526,r15d00000000863,734.000,,7,IN PROGRESS,RECONCILED,734.000,USD,80541624
104527,r15d00000000871,742.000,,7,IN PROGRESS,RECONCILED,742.000,USD,90914695
104528,r15d00000000855,726.000,,7,IN PROGRESS,RECONCILED,726.000,USD,47543397
104529,r15d00000000867,738.000,,7,IN PROGRESS,RECONCILED,738.000,USD,80571670
104530,r15d00000000873,744.000,,7,IN PROGRESS,RECONCILED,744.000,USD,72061862
104531,r15d00000000859,730.000,,7,IN PROGRESS,RECONCILED,730.000,USD,75354056
104532,r15d00000000874,745.000,,7,IN PROGRESS,RECONCILED,745.000,USD,94352433
104533,r15d00000000872,743.000,,7,IN PROGRESS,RECONCILED,743.000,USD,30502672
104534,r15d00000000864,735.000,,7,IN PROGRESS,RECONCILED,735.000,USD,85432348
104535,r15d00000000882,753.000,,7,IN PROGRESS,RECONCILED,753.000,USD,68334430
104536,r15d00000000865,736.000,,7,IN PROGRESS,RECONCILED,736.000,USD,36916091
104537,r15d00000000878,749.000,,7,IN PROGRESS,RECONCILED,749.000,USD,81339414
104538,r15d00000000880,751.000,,7,IN PROGRESS,RECONCILED,751.000,USD,38105417
104539,r15d00000000877,748.000,,7,IN PROGRESS,RECONCILED,748.000,USD,44554839
104540,r15d00000000881,752.000,,7,IN PROGRESS,RECONCILED,752.000,USD,13143673
104541,r15d00000000868,739.000,,7,IN PROGRESS,RECONCILED,739.000,USD,51319205
104542,r15d00000000879,750.000,,7,IN PROGRESS,RECONCILED,750.000,USD,38797123
104543,r15d00000000875,746.000,,7,IN PROGRESS,RECONCILED,746.000,USD,85270439
104544,r15d00000000888,759.000,,7,IN PROGRESS,RECONCILED,759.000,USD,88770967
104545,r15d00000000885,756.000,,7,IN PROGRESS,RECONCILED,756.000,USD,37870210
104546,r15d00000000884,755.000,,7,IN PROGRESS,RECONCILED,755.000,USD,11936883
104547,r15d00000000887,758.000,,7,IN PROGRESS,RECONCILED,758.000,USD,94030350
104548,r15d00000000890,761.000,,7,IN PROGRESS,RECONCILED,761.000,USD,83393860
104549,r15d00000000892,763.000,,7,IN PROGRESS,RECONCILED,763.000,USD,49707433
104550,r15d00000000876,747.000,,7,IN PROGRESS,RECONCILED,747.000,USD,16064244
104551,r15d00000000894,765.000,,7,IN PROGRESS,RECONCILED,765.000,USD,59672947
104552,r15d00000000891,762.000,,7,IN PROGRESS,RECONCILED,762.000,USD,87389412
104553,r15d00000000883,754.000,,7,IN PROGRESS,RECONCILED,754.000,USD,36905390
104554,r15d00000000895,766.000,,7,IN PROGRESS,RECONCILED,766.000,USD,82754626
104555,r15d00000000897,768.000,,7,IN PROGRESS,RECONCILED,768.000,USD,61099186
104556,r15d00000000898,769.000,,7,IN PROGRESS,RECONCILED,769.000,USD,18207418
104557,r15d00000000896,767.000,,7,IN PROGRESS,RECONCILED,767.000,USD,73882194
104558,r15d00000000886,757.000,,7,IN PROGRESS,RECONCILED,757.000,USD,54804553
104559,r15d00000000901,772.000,,7,IN PROGRESS,RECONCILED,772.000,USD,32036436
104560,r15d00000000899,770.000,,7,IN PROGRESS,RECONCILED,770.000,USD,20553763
104561,r15d00000000903,774.000,,7,IN PROGRESS,RECONCILED,774.000,USD,21012062
104563,r15d00000000905,776.000,,7,IN PROGRESS,RECONCILED,776.000,USD,34705246
104562,r15d00000000889,760.000,,7,IN PROGRESS,RECONCILED,760.000,USD,45934688
104564,r15d00000000904,775.000,,7,IN PROGRESS,RECONCILED,775.000,USD,24962652
104565,r15d00000000908,779.000,,7,IN PROGRESS,RECONCILED,779.000,USD,81240769
104566,r15d00000000909,780.000,,7,IN PROGRESS,RECONCILED,780.000,USD,22032531
104567,r15d00000000893,764.000,,7,IN PROGRESS,RECONCILED,764.000,USD,19881112
104568,r15d00000000907,778.000,,7,IN PROGRESS,RECONCILED,778.000,USD,67239360
104569,r15d00000000912,783.000,,7,IN PROGRESS,RECONCILED,783.000,USD,23634104
104570,r15d00000000911,782.000,,7,IN PROGRESS,RECONCILED,782.000,USD,42992955
104571,r15d00000000900,771.000,,7,IN PROGRESS,RECONCILED,771.000,USD,57832145
104572,r15d00000000913,784.000,,7,IN PROGRESS,RECONCILED,784.000,USD,76988717
104573,r15d00000000917,788.000,,7,IN PROGRESS,RECONCILED,788.000,USD,68939371
104574,r15d00000000914,785.000,,7,IN PROGRESS,RECONCILED,785.000,USD,35000582
104575,r15d00000000916,787.000,,7,IN PROGRESS,RECONCILED,787.000,USD,41533146
104577,r15d00000000921,792.000,,7,IN PROGRESS,RECONCILED,792.000,USD,32279184
104576,r15d00000000902,773.000,,7,IN PROGRESS,RECONCILED,773.000,USD,96324292
104578,r15d00000000919,790.000,,7,IN PROGRESS,RECONCILED,790.000,USD,37361391
104579,r15d00000000920,791.000,,7,IN PROGRESS,RECONCILED,791.000,USD,93472038
104580,r15d00000000925,796.000,,7,IN PROGRESS,RECONCILED,796.000,USD,71296150
104581,r15d00000000906,777.000,,7,IN PROGRESS,RECONCILED,777.000,USD,93291363
104582,r15d00000000923,794.000,,7,IN PROGRESS,RECONCILED,794.000,USD,17515425
104583,r15d00000000910,781.000,,7,IN PROGRESS,RECONCILED,781.000,USD,59446892
104584,r15d00000000928,799.000,,7,IN PROGRESS,RECONCILED,799.000,USD,24184371
104585,r15d00000000930,801.000,,7,IN PROGRESS,RECONCILED,801.000,USD,68827230
104586,r15d00000000924,795.000,,7,IN PROGRESS,RECONCILED,795.000,USD,28327685
104587,r15d00000000915,786.000,,7,IN PROGRESS,RECONCILED,786.000,USD,22453876
104588,r15d00000000931,802.000,,7,IN PROGRESS,RECONCILED,802.000,USD,87138715
104589,r15d00000000935,806.000,,7,IN PROGRESS,RECONCILED,806.000,USD,46646494
104590,r15d00000000927,798.000,,7,IN PROGRESS,RECONCILED,798.000,USD,70178039
104591,r15d00000000934,805.000,,7,IN PROGRESS,RECONCILED,805.000,USD,59197339
104592,r15d00000000938,809.000,,7,IN PROGRESS,RECONCILED,809.000,USD,53772800
104593,r15d00000000943,814.000,,7,IN PROGRESS,RECONCILED,814.000,USD,92227846
104594,r15d00000000918,789.000,,7,IN PROGRESS,RECONCILED,789.000,USD,48954871
104595,r15d00000000939,810.000,,7,IN PROGRESS,RECONCILED,810.000,USD,92848476
104596,r15d00000000932,803.000,,7,IN PROGRESS,RECONCILED,803.000,USD,87483695
104597,r15d00000000945,816.000,,7,IN PROGRESS,RECONCILED,816.000,USD,76191859
104598,r15d00000000922,793.000,,7,IN PROGRESS,RECONCILED,793.000,USD,24093892
104599,r15d00000000942,813.000,,7,IN PROGRESS,RECONCILED,813.000,USD,82584834
104600,r15d00000000936,807.000,,7,IN PROGRESS,RECONCILED,807.000,USD,68519317
104601,r15d00000000946,817.000,,7,IN PROGRESS,RECONCILED,817.000,USD,61263638
104602,r15d00000000941,812.000,,7,IN PROGRESS,RECONCILED,812.000,USD,76732457
104603,r15d00000000926,797.000,,7,IN PROGRESS,RECONCILED,797.000,USD,77714998
104604,r15d00000000947,818.000,,7,IN PROGRESS,RECONCILED,818.000,USD,99478037
104605,r15d00000000944,815.000,,7,IN PROGRESS,RECONCILED,815.000,USD,74452497
104606,r15d00000000953,824.000,,7,IN PROGRESS,RECONCILED,824.000,USD,87462509
104607,r15d00000000929,800.000,,7,IN PROGRESS,RECONCILED,800.000,USD,42969740
104609,r15d00000000957,828.000,,7,IN PROGRESS,RECONCILED,828.000,USD,42590303
104608,r15d00000000950,821.000,,7,IN PROGRESS,RECONCILED,821.000,USD,75803690
104610,r15d00000000933,804.000,,7,IN PROGRESS,RECONCILED,804.000,USD,92025492
104611,r15d00000000952,823.000,,7,IN PROGRESS,RECONCILED,823.000,USD,45885768
104612,r15d00000000937,808.000,,7,IN PROGRESS,RECONCILED,808.000,USD,51382939
104613,r15d00000000956,827.000,,7,IN PROGRESS,RECONCILED,827.000,USD,24086794
104614,r15d00000000960,831.000,,7,IN PROGRESS,RECONCILED,831.000,USD,47953059
104615,r15d00000000940,811.000,,7,IN PROGRESS,RECONCILED,811.000,USD,53807429
104616,r15d00000000963,834.000,,7,IN PROGRESS,RECONCILED,834.000,USD,33620377
104617,r15d00000000949,820.000,,7,IN PROGRESS,RECONCILED,820.000,USD,70705637
104618,r15d00000000961,832.000,,7,IN PROGRESS,RECONCILED,832.000,USD,14728872
104619,r15d00000000964,835.000,,7,IN PROGRESS,RECONCILED,835.000,USD,79320692
104620,r15d00000000955,826.000,,7,IN PROGRESS,RECONCILED,826.000,USD,96694588
104621,r15d00000000948,819.000,,7,IN PROGRESS,RECONCILED,819.000,USD,93757140
104622,r15d00000000967,838.000,,7,IN PROGRESS,RECONCILED,838.000,USD,27791716
104624,r15d00000000951,822.000,,7,IN PROGRESS,RECONCILED,822.000,USD,48155279
104623,r15d00000000959,830.000,,7,IN PROGRESS,RECONCILED,830.000,USD,99750580
104625,r15d00000000969,840.000,,7,IN PROGRESS,RECONCILED,840.000,USD,82998447
104627,r15d00000000954,825.000,,7,IN PROGRESS,RECONCILED,825.000,USD,92182768
104628,r15d00000000965,836.000,,7,IN PROGRESS,RECONCILED,836.000,USD,22136258
104626,r15d00000000971,842.000,,7,IN PROGRESS,RECONCILED,842.000,USD,50710773
104629,r15d00000000968,839.000,,7,IN PROGRESS,RECONCILED,839.000,USD,29490836
104630,r15d00000000978,849.000,,7,IN PROGRESS,RECONCILED,849.000,USD,61274727
104631,r15d00000000974,845.000,,7,IN PROGRESS,RECONCILED,845.000,USD,31808395
104632,r15d00000000958,829.000,,7,IN PROGRESS,RECONCILED,829.000,USD,82257766
104633,r15d00000000962,833.000,,7,IN PROGRESS,RECONCILED,833.000,USD,41705882
104634,r15d00000000973,844.000,,7,IN PROGRESS,RECONCILED,844.000,USD,43963354
104635,r15d00000000977,848.000,,7,IN PROGRESS,RECONCILED,848.000,USD,37907655
104636,r15d00000000966,837.000,,7,IN PROGRESS,RECONCILED,837.000,USD,64648015
